device,processor,ram,storage,battery,price,antutu_score,category,value_score,rating,height,website_url,image_url,upvotes,reviews,camera
Samsung Galaxy F36 5G,Samsung Exynos 1380 Processor,8,256,5000,20999,840000,Value for Money,40.00190485,4.2,17.02 cm (6.7 inch) Full HD+ Display,https://www.flipkart.com/samsung-galaxy-f36-5g-red-256-gb/p/itmc82048a578b1c?pid=MOBHDFVTPUVHHGZ7&lid=LSTMOBHDFVTPUVHHGZ757CVNS&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_58&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=en_rKRLLgaeCo_Ln9i4FQO1vB-TlvmdIL4IYwzQmgxSgIf2PecjgzDT9GKS_13IwRdmo4ihjPPNg3ZmJLjk6AVMPw%3D%3D&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/3/3/m/-original-imahfusgku9zpw9e.jpeg?q=70,"3,832 Ratings",269 Reviews,50MP + 8MP + 2MP | 13MP Front Camera
realme 15x 5G,Dimensity 6300 6nm Octa-core chipset,6,128,7000,17499,600000,Multitasking,34.28767358,4.4,17.27 cm (6.8 inch) Display,https://www.flipkart.com/realme-15x-5g-marine-blue-128-gb/p/itmcf22f2a57724f?pid=MOBHFW57GWCMDERJ&lid=LSTMOBHFW57GWCMDERJFM8OCP&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_59&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=e07c7b5a-6897-42ab-ad2e-5a36c8effa10.MOBHFW57GWCMDERJ.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/k/k/-original-imahg8hawzyaxdmj.jpeg?q=70,"2,623 Ratings",198 Reviews,50MP Rear Camera | 50MP Front Camera
Motorola G85 5G,6s Gen 3 Processor,8,128,5000,15999,730000,Value for Money,45.62785174,4.4,16.94 cm (6.67 inch) Full HD+ Display,https://www.flipkart.com/motorola-g85-5g-cobalt-blue-128-gb/p/itmeb6f09bd82403?pid=MOBHY9PQ7FGZKVDK&lid=LSTMOBHY9PQ7FGZKVDKQ0DUHD&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_60&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=e07c7b5a-6897-42ab-ad2e-5a36c8effa10.MOBHY9PQ7FGZKVDK.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/9/t/4/-original-imahgqnzvvsctmwr.jpeg?q=70,"2,53,028 Ratings","12,566 Reviews",50MP + 8MP | 32MP Front Camera
Samsung Galaxy F36 5G,Samsung Exynos 1380 Processor,8,128,5000,17999,830000,Value for Money,46.11367298,4.2,17.02 cm (6.7 inch) Full HD+ Display,https://www.flipkart.com/samsung-galaxy-f36-5g-violet-128-gb/p/itm04dd2e5a423a1?pid=MOBHDFVT8DFYYBR5&lid=LSTMOBHDFVT8DFYYBR5DJ09KW&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_61&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=en_rKRLLgaeCo_Ln9i4FQO1vB-TlvmdIL4IYwzQmgxSgIfPuswvVTaqkfKSuZVUZFkacxowHYxhKG4Y8cF04UNhCw%3D%3D&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/8/0/v/-original-imahgynnqqg6pmsz.jpeg?q=70,"3,832 Ratings",269 Reviews,50MP + 8MP + 2MP | 13MP Front Camera
OPPO K13 5G with 7000mAh and 80W SUPERVOOC Charger In-The-Box,6 Gen 4,8,128,7000,17999,730000,Value for Money,40.55780877,4.5,16.94 cm (6.67 inch) Display,https://www.flipkart.com/oppo-k13-5g-7000mah-80w-supervooc-charger-in-the-box-prism-black-128-gb/p/itm6f2ebf6d205cf?pid=MOBHB392JAQKDGBF&lid=LSTMOBHB392JAQKDGBF1CMXCI&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_62&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=e07c7b5a-6897-42ab-ad2e-5a36c8effa10.MOBHB392JAQKDGBF.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/l/1/-original-imahbfd4cgh53kmh.jpeg?q=70,"67,793 Ratings","4,094 Reviews",50MP + 2MP | 16MP Front Camera
Motorola Edge 50 Fusion,7s Gen 2 Processor,8,128,5000,17999,830000,Value for Money,46.11367298,4.4,17.02 cm (6.7 inch) Full HD+ Display,https://www.flipkart.com/motorola-edge-50-fusion-forest-green-128-gb/p/itm44a2f982e2d64?pid=MOBHYVFVK9NTTND2&lid=LSTMOBHYVFVK9NTTND21ZT5YC&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_63&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=e07c7b5a-6897-42ab-ad2e-5a36c8effa10.MOBHYVFVK9NTTND2.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/l/q/-original-imah4k2srpwzpgpa.jpeg?q=70,"1,38,788 Ratings","8,821 Reviews",50MP + 13MP | 32MP Front Camera
MOTOROLA g35 5G,T760 Processor,8,128,5000,11999,620000,Value for Money,51.67097258,4.3,17.07 cm (6.72 inch) Full HD+ Display,https://www.flipkart.com/motorola-g35-5g-leaf-green-128-gb/p/itmf1ec516a5574d?pid=MOBHFNAZBBBAJZAH&lid=LSTMOBHFNAZBBBAJZAHVMHBGN&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_64&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=e07c7b5a-6897-42ab-ad2e-5a36c8effa10.MOBHFNAZBBBAJZAH.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/0/a/6/-original-imahgjf9phdnsc5b.jpeg?q=70,"2,648 Ratings",120 Reviews,50MP + 8MP | 16MP Front Camera
realme 14 Pro+ 5G,7s Gen 3 Mobile Platform Processor,12,512,6000,29999,960000,Performance,32.0010667,4.4,17.35 cm (6.83 inch) Display,https://www.flipkart.com/realme-14-pro-5g-suede-grey-512-gb/p/itmb5105a70ea6a6?pid=MOBH9ARSADS2WC9C&lid=LSTMOBH9ARSADS2WC9CMFVSYJ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_65&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=e07c7b5a-6897-42ab-ad2e-5a36c8effa10.MOBH9ARSADS2WC9C.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/1/o/t/-original-imahewbae6vyfvxz.jpeg?q=70,"8,153 Ratings",896 Reviews,50MP + 50MP + 8MP | 32MP Front Camera
MOTOROLA G96 5G,7s Gen 2 Processor,8,128,5500,17999,830000,Value for Money,46.11367298,4.4,16.94 cm (6.67 inch) Full HD+ Display,https://www.flipkart.com/motorola-g96-5g-pantone-ashleigh-blue-128-gb/p/itm93452c0761719?pid=MOBHB3SZ2ZUQQQ9U&lid=LSTMOBHB3SZ2ZUQQQ9U5BKC6D&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_66&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=e07c7b5a-6897-42ab-ad2e-5a36c8effa10.MOBHB3SZ2ZUQQQ9U.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/6/r/-original-imahgqnzbwhbqywa.jpeg?q=70,"70,257 Ratings","3,555 Reviews",50MP + 8MP | 32MP Front Camera
OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI,Dimensity 6300,8,128,6000,14999,620000,Value for Money,41.33608907,4.5,16.94 cm (6.67 inch) HD+ Display,https://www.flipkart.com/oppo-k13x-5g-6000mah-45w-supervooc-charger-ai-midnight-violet-128-gb/p/itm62b2e62fbb43e?pid=MOBHDY9PMWDRYDAS&lid=LSTMOBHDY9PMWDRYDAS8RILF5&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_67&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=e07c7b5a-6897-42ab-ad2e-5a36c8effa10.MOBHDY9PMWDRYDAS.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/q/k/-original-imahfw4vamrf5xhf.jpeg?q=70,"12,209 Ratings",737 Reviews,50MP + 2MP | 8MP Front Camera
realme 15x 5G,Dimensity 6300 6nm Octa-core chipset,8,256,7000,20499,630000,Multitasking,30.7332065,4.3,17.27 cm (6.8 inch) Display,https://www.flipkart.com/realme-15x-5g-marine-blue-256-gb/p/itmcf22f2a57724f?pid=MOBHFW57NK8QSXQY&lid=LSTMOBHFW57NK8QSXQYLVEDMP&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_68&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=e07c7b5a-6897-42ab-ad2e-5a36c8effa10.MOBHFW57NK8QSXQY.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/k/k/-original-imahg8hawzyaxdmj.jpeg?q=70,"2,108 Ratings",154 Reviews,50MP Rear Camera | 50MP Front Camera
MOTOROLA G96 5G,7s Gen 2 Processor,8,256,5500,19999,840000,Value for Money,42.00210011,4.4,16.94 cm (6.67 inch) Full HD+ Display,https://www.flipkart.com/motorola-g96-5g-pantone-greener-pastures-256-gb/p/itma540ff796e078?pid=MOBHB3SZBFGXFGXR&lid=LSTMOBHB3SZBFGXFGXRKTLVL7&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_69&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=e07c7b5a-6897-42ab-ad2e-5a36c8effa10.MOBHB3SZBFGXFGXR.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/r/q/d/-original-imahgqnzf8kcnddy.jpeg?q=70,"70,257 Ratings","3,555 Reviews",50MP + 8MP | 32MP Front Camera
vivo T4R 5G,Dimensity 7400 5G,8,256,5700,21499,840000,Value for Money,39.07158472,4.5,17.2 cm (6.77 inch) Display,https://www.flipkart.com/vivo-t4r-5g-arctic-white-256-gb/p/itm3a5653667cb9c?pid=MOBHE49GQCP7KTCM&lid=LSTMOBHE49GQCP7KTCMNTPYOP&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_70&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=e07c7b5a-6897-42ab-ad2e-5a36c8effa10.MOBHE49GQCP7KTCM.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/q/3/-original-imahfkvfzynqjjwz.jpeg?q=70,"43,919 Ratings","1,943 Reviews",50MP (OIS) + 2MP | 32MP Front Camera
MOTOROLA Edge 60 Fusion 5G,Dimensity 7400,8,256,5500,22999,840000,Value for Money,36.5233271,4.4,16.94 cm (6.67 inch) Display,https://www.flipkart.com/motorola-edge-60-fusion-5g-pantone-mykonos-blue-256-gb/p/itmdbb95e3f12ab6?pid=MOBH9ARFZXNHC7VZ&lid=LSTMOBH9ARFZXNHC7VZJODZOO&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_71&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=e07c7b5a-6897-42ab-ad2e-5a36c8effa10.MOBH9ARFZXNHC7VZ.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/l/g/-original-imahgympttnkvw7t.jpeg?q=70,"1,05,958 Ratings","5,543 Reviews",50MP + 13MP | 32MP Front Camera
Samsung Galaxy S24 5G Snapdragon,8 Gen 3,8,256,4000,45999,1110000,Performance,24.13095937,4.6,15.75 cm (6.2 inch) Full HD+ Display,https://www.flipkart.com/samsung-galaxy-s24-5g-snapdragon-cobalt-violet-256-gb/p/itm0e4552c03ca7c?pid=MOBHDVFKKYGS2K9T&lid=LSTMOBHDVFKKYGS2K9TLJAFPP&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_72&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=e07c7b5a-6897-42ab-ad2e-5a36c8effa10.MOBHDVFKKYGS2K9T.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/8/s/-original-imahfz2tvjqak9v3.jpeg?q=70,"42,884 Ratings","2,374 Reviews",50MP + 12MP | 12MP Front Camera
MOTOROLA G86 Power 5G,Dimensity 7400,8,128,6720,17999,830000,Value for Money,46.11367298,4.3,17.02 cm (6.7 inch) Super HD Display,https://www.flipkart.com/motorola-g86-power-5g-pantone-spellbound-128-gb/p/itm88e00feaf98b7?pid=MOBHC7FHKME4AJQC&lid=LSTMOBHC7FHKME4AJQCQLFEWU&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_25&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=6ac20760-e0e7-4e69-86f8-4982c112ccee.MOBHC7FHKME4AJQC.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/z/i/g/-original-imahgqnzhgzbckff.jpeg?q=70,"21,614 Ratings","1,409 Reviews",50MP + 8MP | 32MP Front Camera
Samsung Galaxy S24 5G Snapdragon,8 Gen 3,8,128,4000,40999,1100000,Performance,26.82992268,4.6,15.75 cm (6.2 inch) Full HD+ Display,https://www.flipkart.com/samsung-galaxy-s24-5g-snapdragon-cobalt-violet-128-gb/p/itm994d8dcac3256?pid=MOBHDVFKTRZHMETK&lid=LSTMOBHDVFKTRZHMETKIJ2HY7&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_26&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=6ac20760-e0e7-4e69-86f8-4982c112ccee.MOBHDVFKTRZHMETK.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/8/s/-original-imahfz2tvjqak9v3.jpeg?q=70,"42,884 Ratings","2,374 Reviews",50MP + 12MP | 12MP Front Camera
Samsung Galaxy F36 5G,Samsung Exynos 1380 Processor,6,128,5000,16499,800000,Value for Money,48.48778714,4.3,17.02 cm (6.7 inch) Full HD+ Display,https://www.flipkart.com/samsung-galaxy-f36-5g-violet-128-gb/p/itm85ca200fd55e9?pid=MOBHDFVTH22ZAZXZ&lid=LSTMOBHDFVTH22ZAZXZMFVJDX&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_27&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=en_s-NCZwSyQ_Vh3E2cId1KiIvmo7V8ZFTqissxudTgdJXJkVQyyK1x8ZWd3GS3eUL-EsMxPGROYaA0FzdZbGet_A%3D%3D&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/w/g/-original-imahgynnesp6jrxa.jpeg?q=70,"7,641 Ratings",445 Reviews,50MP + 8MP + 2MP | 13MP Front Camera
Samsung Galaxy A35 5G,Samsung Exynos 1380 Processor,8,128,5000,18999,830000,Value for Money,43.68650982,4.4,16.76 cm (6.6 inch) Full HD+ Display,https://www.flipkart.com/samsung-galaxy-a35-5g-awesome-iceblue-128-gb/p/itm9684d2fe9201e?pid=MOBGYT2HEYWFCG8Q&lid=LSTMOBGYT2HEYWFCG8QGJ3RJ4&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_28&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=en_s-NCZwSyQ_Vh3E2cId1KiIvmo7V8ZFTqissxudTgdJUlT13bKfNflVJ6TdLlWvWdpEe91s9fhXwZb3h_KznDFg%3D%3D&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/o/j/d/-original-imahgy25zuwqzzye.jpeg?q=70,"59,272 Ratings","3,469 Reviews",50MP + 8MP + 5MP | 13MP Front Camera
MOTOROLA g67 power 5G,7s Gen 2 Processor,8,128,7000,15999,830000,Value for Money,51.87824239,4.4,17.02 cm (6.7 inch) Full HD+ Display,https://www.flipkart.com/motorola-g67-power-5g-pantone-curacao-blue-128-gb/p/itm2bdde49fa46a3?pid=MOBHFSCEJHCXGYXV&lid=LSTMOBHFSCEJHCXGYXVPQ3MCM&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_29&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=6ac20760-e0e7-4e69-86f8-4982c112ccee.MOBHFSCEJHCXGYXV.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/g/h/9/-original-imahhjhfbdtvxxjj.jpeg?q=70,"1,872 Ratings",127 Reviews,50MP + 8MP | 32MP Front Camera
realme P3x 5G,Dimensity 6400,8,128,6000,12999,730000,Value for Money,56.15816601,4.4,17.07 cm (6.72 inch) Full HD Display,https://www.flipkart.com/realme-p3x-5g-midnight-blue-128-gb/p/itmab5a4b09b6ccc?pid=MOBH8VGVTPGFVHEX&lid=LSTMOBH8VGVTPGFVHEXX1KZGY&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_30&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=6ac20760-e0e7-4e69-86f8-4982c112ccee.MOBH8VGVTPGFVHEX.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/j/n/1/-original-imah9gtmya9qhqse.jpeg?q=70,"21,094 Ratings",865 Reviews,50MP Rear Camera | 8MP Front Camera
Samsung Galaxy F36 5G,Samsung Exynos 1380 Processor,6,128,5000,16499,800000,Value for Money,48.48778714,4.3,17.02 cm (6.7 inch) Full HD+ Display,https://www.flipkart.com/samsung-galaxy-f36-5g-black-128-gb/p/itmd18f56e2be5da?pid=MOBHDFVTWJGWETBG&lid=LSTMOBHDFVTWJGWETBGLLJCUJ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_31&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=en_s-NCZwSyQ_Vh3E2cId1KiIvmo7V8ZFTqissxudTgdJWdJsF8ly9-o6L9wAlZ0DFop-3F6XH1-rqZm782IUi6mw%3D%3D&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/c/0/-original-imahgynnhrgyx5wz.jpeg?q=70,"7,641 Ratings",445 Reviews,50MP + 8MP + 2MP | 13MP Front Camera
Samsung Galaxy F36 5G,Samsung Exynos 1380 Processor,8,256,5000,20999,840000,Value for Money,40.00190485,4.2,17.02 cm (6.7 inch) Full HD+ Display,https://www.flipkart.com/samsung-galaxy-f36-5g-black-256-gb/p/itma2c19580a816d?pid=MOBHDFVTUZD7AKRA&lid=LSTMOBHDFVTUZD7AKRADJWYUS&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_32&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=en_s-NCZwSyQ_Vh3E2cId1KiIvmo7V8ZFTqissxudTgdJW1acdpkzL5rx4XUUeCZ_CkXFx9wQzXT_nTPJTb90ScLw%3D%3D&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/1/k/g/-original-imahgynnzvyjucyf.jpeg?q=70,"3,832 Ratings",269 Reviews,50MP + 8MP + 2MP | 13MP Front Camera
realme P4 5G,Mediatek Dimensity 7400,8,256,7000,19999,840000,Value for Money,42.00210011,4.4,17.2 cm (6.77 inch) Display,https://www.flipkart.com/realme-p4-5g-steel-grey-256-gb/p/itmf836e6de035a5?pid=MOBHERXFFYZUWMTD&lid=LSTMOBHERXFFYZUWMTDUOIUEL&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_33&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=6ac20760-e0e7-4e69-86f8-4982c112ccee.MOBHERXFFYZUWMTD.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/m/d/-original-imahf47f6fgxwh9a.jpeg?q=70,"10,757 Ratings",757 Reviews,50MP + 8MP | 16MP Front Camera
realme 15 Pro 5G,7 Gen 4,8,256,7000,33999,930000,Multitasking,27.3537457,4.3,17.27 cm (6.8 inch) Display,https://www.flipkart.com/realme-15-pro-5g-silk-purple-256-gb/p/itm216cdbf4baea0?pid=MOBHDVK2HHT3JHXA&lid=LSTMOBHDVK2HHT3JHXACGFCL4&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_34&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=6ac20760-e0e7-4e69-86f8-4982c112ccee.MOBHDVK2HHT3JHXA.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/q/j/p/-original-imahezrzjedaf7e2.jpeg?q=70,"7,182 Ratings",640 Reviews,50MP + 50MP | 50MP Front Camera
realme P3 Lite 5G Charger in the Box,Dimensity 6300,4,128,6000,10499,600000,Value for Money,57.14829984,4.4,16.94 cm (6.67 inch) Display,https://www.flipkart.com/realme-p3-lite-5g-charger-box-lily-white-128-gb/p/itm07f7cde0148c4?pid=MOBHFNB4UZY3ZYZX&lid=LSTMOBHFNB4UZY3ZYZXPLZKW6&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_35&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=6ac20760-e0e7-4e69-86f8-4982c112ccee.MOBHFNB4UZY3ZYZX.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/g/o/v/-original-imahfsgvr6fvsczs.jpeg?q=70,"5,210 Ratings",217 Reviews,32MP Rear Camera | 8MP Front Camera
realme P3 Lite 5G Charger in the Box,Dimensity 6300,4,128,6000,10499,600000,Value for Money,57.14829984,4.4,16.94 cm (6.67 inch) Display,https://www.flipkart.com/realme-p3-lite-5g-charger-box-purple-blossom-128-gb/p/itm07f7cde0148c4?pid=MOBHFSZXPEFFTTFA&lid=LSTMOBHFSZXPEFFTTFAQJAAC8&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_36&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=6ac20760-e0e7-4e69-86f8-4982c112ccee.MOBHFSZXPEFFTTFA.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/3/c/n/-original-imahfteyz3sqjytm.jpeg?q=70,"5,210 Ratings",217 Reviews,32MP Rear Camera | 8MP Front Camera
